,grounding,generated_text,label
7505,"The 2016 clown sightings were reports of people disguised as evil clowns in incongruous settings, such as near forests and schools. The sightings were first reported in South Carolina when a 9-year-old boy told his mother that two suspicious males dressed as clowns tried to lure him into the nearby woods.","That's true, they are a music group.  Juggalos are freaky along with the movie IT.  I can't believe that people were dressing up like evil clowns back in 2016 and hiding near schools.  Wouldn't that be freaky to encounter one at night?",1
7506,"The 2016 clown sightings were reports of people disguised as evil clowns in incongruous settings, such as near forests and schools. The sightings were first reported in South Carolina when a 9-year-old boy told his mother that two suspicious males dressed as clowns tried to lure him into the nearby woods.","That's true, they are a music group.  Juggalos are freaky along with the movie IT.  I can't believe that people were dressing up like evil clowns back in 2006 and hiding near schools.  Wouldn't that be freaky to encounter one at night?",0
7507,"The 2016 clown sightings were reports of people disguised as evil clowns in incongruous settings, such as near forests and schools. The sightings were first reported in South Carolina when a 9-year-old boy told his mother that two suspicious males dressed as clowns tried to lure him into the nearby woods.",Yes those are definitely creepy.  Did you know Brad Pitt was a victim in the 2016 clown sightings?,0
7508,Jazz is seen by many as 'America's classical music'.,Many believe that jazz constitutes Central America's classical music,1
7509,Jazz is seen by many as 'America's classical music'.,Many say that Jazz is America's classical music,1
7510,Hair coloring can be done professionally by a hairdresser or independently at home.,Hair coloring can only be done professionally.,0
7511,Hair coloring can be done professionally by a hairdresser or independently at home.,Hair coloring is against the sharia law in muslim states.,0
7512,It is the iron oxide mineral and is widespread in rocks and soils.,"Hematite is rare, and is also found in sandy planets.",0
7513,It is the iron oxide mineral and is widespread in rocks and soils.,Hematite is metal oxide and is widespread in rock and marble.,0
7514,It is the iron oxide mineral and is widespread in rocks and soils.,Hematite is iron oxide and is widespread in rock and soil.,1
7515,"In May 2012 the 1962 Ferrari 250 GTO became the most expensive car in history, selling in a private transaction for to American communications magnate Craig McCaw.",Yes. It was a private transaction too. No crazy salesman hah,1
7516,"In May 2012 the 1962 Ferrari 250 GTO became the most expensive car in history, selling in a private transaction for to American communications magnate Craig McCaw.",Agreed. It was a private transaction not for No big salesman haha,1
7517,"In May 2012 the 1962 Ferrari 250 GTO became the most expensive car in history, selling in a private transaction for to American communications magnate Craig McCaw.",Yes. It was a private transaction too. No crazy salesman haha,1
7518,"In May 2012 the 1962 Ferrari 250 GTO became the most expensive car in history, selling in a private transaction for to American communications magnate Craig McCaw.",Well. It was a private transaction overall. No telegraph salesman haha,1
7519,"Child care is a broad topic covering a wide spectrum of professionals, institutions, contexts, activities, social and cultural conventions.",Child care is a broad topic,1
7520,"Child care is the action or skill of looking after children by a day-care center, nannies, babysitter, teachers or other providers.",Child care is the action or skill of looking after adults.,0
7521,"Child care is a broad topic covering a wide spectrum of professionals, institutions, contexts, activities, social and cultural conventions.",My friend said child care is one of the most important sector in a country.,0
7522,"The work is part personal declaration of independence, social experiment, voyage of spiritual discovery, satire, and—to some degree—a manual for self-reliance.",I 'd say you did. Have you ever read Walden? It's message of self - reliance and personal independence might resonate with a thoughtful mind like yours.,1
7523,"The work is part personal declaration of independence, social experiment, voyage of spiritual discovery, satire, and—to some degree—a manual for self-reliance.",I'd say you did. Have you ever read Walden? It's message of compassion - - and how it might resonate with a consideration like yours.,0
7524,"In essence, different people see the same illuminated object or light source in different ways.","No, but I know due to biology different people see the same illuminated object or light source in different ways.",1
7525,"In essence, different people see the same illuminated object or light source in different ways.","No, but I know due to biology every person sees the same illuminated object or light source in the exact same ways.",0
7526,"In essence, different people see the same illuminated object or light source in different ways.",Not too much. But I read somewhere that Johnny Depp went to school for it.,0
7527,"The Horseshoe Falls lies on the border of the United States and Canada with the American Falls entirely on the United States' side, separated by Goat Island.","The Horseshoe Falls is the mos impressive, it lies on the border of the United States and Canada with the American Falls entirely on the United States' side.",1
