,model,grounding,generated_text,label
1055,memnet,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","do you like yoga ? it is a group of physical , mental , and spiritual practices .",1
1056,dodeca,"The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".",the word tattow actually means to write in 18th century,0
1057,memnet,"The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".","the word tattoo comes from the polynesian word "" tatau "" which means to write .",1
1058,dodeca,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.","i don ' t eat meat , but i do abstain from using animal products .",1
1059,memnet,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.","i am not a vegan , but i do know that veganism is the practice of abstaining from the use of animal products",1
1060,dodeca,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",that is a good point . purple was also worn by romans magistrates .,1
1061,memnet,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",the color purple was worn by roman magistrates and the rulers of the byzantine empire .,1
1062,dodeca,"The show features a quiz competition in which contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in the form of questions.",have you ever watched __unk__ dy ? it ' s my favorite quiz competition .,1
1063,memnet,"The show features a quiz competition in which contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in the form of questions.",have you ever watched jeopardy ? it ' s a quiz competition .,1
1064,dodeca,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",that ' s true . the breed is so friendly and gentle . it is also the third most popular dog breed in the us .,1
1065,memnet,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",golden retrievers are the third most popular family dog in the united states .,1
1066,dodeca,The Golden Retriever is popular as a disability assistance dog such as being a guide dog for the blind and a hearing dog for the deaf.,i didn ' t know that . i know they are very popular as disability assistance dogs .,1
1067,memnet,The Golden Retriever is popular as a disability assistance dog such as being a guide dog for the blind and a hearing dog for the deaf.,"i ' ve never heard of that , but i do know that it is often used as a disability assistance dog .",1
1068,dodeca,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",algeria is one of the largest countries in africa .,1
1069,memnet,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",algeria is the 10th largest country in the world .,1
1070,dodeca,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,"they are indoor cats , but we keep them as pets .",1
1071,memnet,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,they are called house cats when kept as indoor pets .,1
1072,dodeca,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,it is a form of chocolate that has been grown in many cultures .,0
1073,memnet,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,cacao has been cultivated by many cultures for over three millennia .,1
1074,dodeca,"Brewing has taken place since around the 6th millennium BC, and archaeological evidence suggests that emerging civilizations including ancient Egypt and Mesopotamia brewed beer.",brewing has been around since around 6millennium bc .,1
1075,memnet,"Brewing has taken place since around the 6th millennium BC, and archaeological evidence suggests that emerging civilizations including ancient Egypt and Mesopotamia brewed beer.",it has been around since the 6th millennium bc .,1
1076,dodeca,"Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",i love them ! they ' re an english band from oxfordshire .,1
1077,memnet,"Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.","yes , they are an english rock band formed in 1985 .",1
